21.916	0.476	1.000
22.867	0.450	1.000
23.818	0.450	1.000
24.768	0.450	1.000
25.719	0.450	1.000
26.669	0.450	1.000
28.570	0.450	1.000
35.223	0.450	1.000
37.124	0.450	1.000
39.975	0.450	1.000
40.925	0.450	1.000
41.876	0.450	1.000
43.776	0.450	1.000
47.578	0.450	1.000
48.528	0.450	1.000
52.330	0.450	1.000
55.181	0.450	1.000
56.132	0.450	1.000
58.032	0.450	1.000
60.884	0.450	1.000
62.784	0.450	1.000
63.735	0.450	1.000
66.586	0.450	1.000
68.487	0.450	1.000
69.437	0.450	1.000
71.338	0.450	1.000
76.090	0.450	1.000
77.991	0.450	1.000
78.941	0.450	1.000
79.892	0.450	1.000
84.643	0.450	1.000
86.544	0.450	1.000
87.495	0.450	1.000
88.445	0.450	1.000
93.197	0.450	1.000
95.098	0.450	1.000
98.899	0.450	1.000
99.850	0.450	1.000
101.751	0.450	1.000
106.503	0.450	1.000
110.304	0.450	1.000
112.205	0.450	1.000
115.056	0.450	1.000
120.759	0.450	1.000
122.659	0.450	1.000
125.511	0.462	1.000
127.411	0.450	1.000
129.312	0.450	1.000
130.263	0.450	1.000
132.163	0.450	1.000
133.114	0.450	1.000
135.015	0.450	1.000
137.866	0.450	1.000
138.816	0.450	1.000
139.767	0.450	1.000
140.717	0.450	1.000
143.568	0.450	1.000
144.519	0.450	1.000
166.421	0.450	1.000
167.371	0.450	1.000
169.272	0.450	1.000
172.123	0.450	1.000
174.024	0.450	1.000
174.974	0.450	1.000
181.627	0.450	1.000
183.528	0.450	1.000
184.478	0.450	1.000
186.379	0.450	1.000
190.181	0.450	1.000
196.833	0.450	1.000
197.784	0.450	1.000
198.734	0.450	1.000
199.685	0.450	1.000
201.585	0.450	1.000
202.536	0.450	1.000
203.486	0.450	1.000
206.337	0.450	1.000
207.288	0.450	1.000
208.238	0.450	1.000
209.189	0.450	1.000
210.139	0.450	1.000
211.089	0.450	1.000
214.891	0.450	1.000
218.693	0.450	1.000
220.593	0.450	1.000
222.494	0.450	1.000
223.445	0.450	1.000
225.345	0.450	1.000
227.246	0.450	1.000
228.197	0.450	1.000
229.147	0.450	1.000
230.097	0.450	1.000
231.048	0.450	1.000
231.998	0.450	1.000
234.849	0.450	1.000
235.800	0.450	1.000
238.651	0.450	1.000
239.601	0.450	1.000
241.502	0.450	1.000
242.453	0.450	1.000
245.304	0.450	1.000
246.254	0.450	1.000
247.205	0.450	1.000
250.056	0.450	1.000
251.006	0.450	1.000
251.957	0.450	1.000
252.907	0.450	1.000
257.659	0.450	1.000
258.609	0.450	1.000
259.560	0.450	1.000
260.510	0.450	1.000
264.312	0.450	1.000
265.262	0.450	1.000
266.213	0.450	1.000
267.163	0.450	1.000
268.113	0.450	1.000
269.064	0.450	1.000
275.717	0.450	1.000
277.617	0.450	1.000
278.568	0.450	1.000
280.469	0.450	1.000
283.320	0.450	1.000
284.270	0.450	1.000
287.121	0.450	1.000
289.022	0.450	1.000
290.923	0.450	1.000
312.824	0.450	1.000
313.775	0.450	1.000
314.725	0.450	1.000
317.576	0.450	1.000
318.527	0.450	1.000
319.477	0.450	1.000
320.428	0.450	1.000
323.279	0.450	1.000
326.130	0.450	1.000
327.080	0.450	1.000
328.981	0.450	1.000
332.783	0.450	1.000
333.733	0.450	1.000
335.634	0.450	1.000
336.584	0.450	1.000
339.435	0.450	1.000
340.386	0.450	1.000
345.138	0.450	1.000
346.088	0.450	1.000
347.039	0.450	1.000
349.890	0.450	1.000
351.791	0.450	1.000
352.741	0.450	1.000
353.692	0.450	1.000
358.444	0.450	1.000
359.394	0.450	1.000
360.344	0.450	1.000
361.295	0.450	1.000
364.146	0.450	1.000
366.997	0.450	1.000
368.898	0.450	1.000
370.799	0.450	1.000
371.749	0.450	1.000
374.600	0.450	1.000
377.451	0.450	1.000
380.303	0.450	1.000
381.253	0.450	1.000
382.203	0.450	1.000
383.154	0.450	1.000
385.055	0.450	1.000
386.005	0.450	1.000
387.906	0.450	1.000
388.856	0.450	1.000
390.757	0.450	1.000
392.658	0.450	1.000
393.608	0.450	1.000
396.459	0.450	1.000
398.360	0.450	1.000
399.311	0.450	1.000
402.162	0.450	1.000
403.112	0.450	1.000
405.013	0.450	1.000
408.815	0.450	1.000
409.765	0.450	1.000
410.715	0.450	1.000
411.666	0.450	1.000
412.616	0.450	1.000
414.517	0.450	1.000
415.467	0.450	1.000
417.368	0.450	1.000
418.319	0.450	1.000
421.170	0.450	1.000
424.971	0.450	1.000
425.922	0.450	1.000
426.872	0.450	1.000
429.723	0.450	1.000
430.674	0.450	1.000
431.624	0.450	1.000
432.574	0.450	1.000
433.525	0.450	1.000
434.475	0.450	1.000
436.376	0.450	1.000
437.326	0.450	1.000
439.227	0.450	1.000
