22.875	0.474	1.000
23.826	0.450	1.000
25.728	0.450	1.000
31.432	0.450	1.000
32.382	0.450	1.000
35.234	0.450	1.000
38.087	0.460	1.000
40.939	0.450	1.000
44.742	0.450	1.000
49.496	0.450	1.000
50.447	0.450	1.000
57.103	0.450	1.000
62.808	0.450	1.000
64.710	0.450	1.000
67.563	0.450	1.000
69.464	0.450	1.000
70.415	0.450	1.000
71.366	0.450	1.000
74.218	0.450	1.000
87.530	0.450	1.000
90.383	0.680	1.000
92.285	0.538	1.000
100.842	0.450	1.000
103.695	0.450	1.000
104.646	0.450	1.000
112.253	0.450	1.000
119.860	0.450	1.000
120.811	0.486	1.000
122.712	0.839	1.000
124.614	0.489	1.000
125.565	0.866	1.000
128.418	0.450	1.000
139.828	0.450	1.000
166.485	0.450	1.000
167.435	0.450	1.000
176.942	0.450	1.000
181.696	0.450	1.000
188.352	0.450	1.000
195.959	0.450	1.000
198.812	0.803	1.000
214.976	0.699	1.000
215.927	0.676	1.000
219.731	0.616	1.000
223.534	0.450	1.000
230.190	0.666	1.000
232.092	0.460	1.000
233.993	0.450	1.000
237.796	0.450	1.000
242.551	0.542	1.000
253.962	0.450	1.000
260.617	0.632	1.000
267.273	0.450	1.000
268.224	0.495	1.000
269.175	0.584	1.000
272.027	0.739	1.000
281.536	0.450	1.000
282.487	0.518	1.000
283.438	0.606	1.000
286.290	0.450	1.000
287.241	0.467	1.000
317.701	0.450	1.000
318.652	0.568	1.000
320.553	0.539	1.000
325.308	0.503	1.000
328.160	0.658	1.000
331.013	0.668	1.000
337.669	0.450	1.000
345.276	0.450	1.000
348.128	0.829	1.000
350.030	0.450	1.000
350.981	0.488	1.000
354.784	0.508	1.000
367.146	0.450	1.000
374.752	0.472	1.000
375.703	0.656	1.000
378.556	0.875	1.000
391.868	0.450	1.000
396.622	0.836	1.000
400.426	0.936	1.000
407.081	0.450	1.000
411.836	0.450	1.000
413.738	0.450	1.000
414.689	0.574	1.000
418.492	0.450	1.000
421.345	0.477	1.000
424.197	0.450	1.000
428.001	0.450	1.000
431.804	0.450	1.000
433.706	0.577	1.000
434.657	0.857	1.000
