26.678	0.450	1.000
33.333	0.450	1.000
39.037	0.450	1.000
42.840	0.450	1.000
44.741	0.450	1.000
48.544	0.450	1.000
51.397	0.450	1.000
60.905	0.450	1.000
62.806	0.450	1.000
65.659	0.450	1.000
66.610	0.450	1.000
72.314	0.450	1.000
79.921	0.450	1.000
80.872	0.450	1.000
88.478	0.450	1.000
100.838	0.450	1.000
107.493	0.450	1.000
108.444	0.450	1.000
113.198	0.450	1.000
117.001	0.450	1.000
117.952	0.450	1.000
124.608	0.450	1.000
141.722	0.450	1.000
144.574	0.450	1.000
179.786	0.450	1.000
181.688	0.450	1.000
183.590	0.450	1.000
189.295	0.450	1.000
191.196	0.450	1.000
194.999	0.450	1.000
206.408	0.450	1.000
215.916	0.450	1.000
217.818	0.450	1.000
219.719	0.450	1.000
222.572	0.450	1.000
223.522	0.450	1.000
225.424	0.450	1.000
232.080	0.450	1.000
233.982	0.450	1.000
238.736	0.450	1.000
239.687	0.450	1.000
241.589	0.450	1.000
246.343	0.450	1.000
249.195	0.450	1.000
250.145	0.450	1.000
252.047	0.450	1.000
256.801	0.450	1.000
259.653	0.450	1.000
260.604	0.450	1.000
279.620	0.450	1.000
282.472	0.450	1.000
291.029	0.450	1.000
291.980	0.450	1.000
316.734	0.450	1.000
328.143	0.450	1.000
330.996	0.450	1.000
332.897	0.450	1.000
335.750	0.450	1.000
339.552	0.450	1.000
341.454	0.450	1.000
343.356	0.450	1.000
344.306	0.450	1.000
350.011	0.450	1.000
350.962	0.450	1.000
352.864	0.450	1.000
359.519	0.450	1.000
364.273	0.450	1.000
371.879	0.450	1.000
373.781	0.450	1.000
378.535	0.450	1.000
384.240	0.450	1.000
386.141	0.450	1.000
391.846	0.450	1.000
401.354	0.450	1.000
407.058	0.450	1.000
408.009	0.450	1.000
409.911	0.450	1.000
415.616	0.450	1.000
419.419	0.450	1.000
426.075	0.450	1.000
428.927	0.450	1.000
432.730	0.450	1.000
433.681	0.450	1.000
434.632	0.450	1.000
437.484	0.450	1.000
