20.032	0.641	1.000
22.884	0.450	1.000
24.786	0.654	1.000
28.588	0.515	1.000
32.391	0.743	1.000
34.293	0.856	1.000
37.145	0.596	1.000
41.899	0.625	1.000
43.801	0.450	1.000
46.653	0.450	1.000
60.915	0.450	1.000
61.865	0.450	1.000
64.718	0.713	1.000
65.669	0.658	1.000
68.521	0.797	1.000
71.373	0.648	1.000
72.324	0.577	1.000
73.275	0.458	1.000
78.979	0.608	1.000
95.143	0.904	1.000
97.996	0.563	1.000
98.946	0.524	1.000
101.799	0.471	1.000
105.602	0.507	1.000
117.962	0.480	1.000
119.864	0.546	1.000
122.717	0.450	1.000
124.619	0.478	1.000
127.471	0.553	1.000
133.176	0.463	1.000
141.733	0.450	1.000
142.684	0.450	1.000
165.538	0.478	1.000
166.489	0.450	1.000
168.390	0.457	1.000
175.995	0.530	1.000
179.798	0.758	1.000
181.699	0.584	1.000
183.601	0.619	1.000
184.551	0.516	1.000
190.255	0.539	1.000
197.862	0.530	1.000
200.714	0.589	1.000
203.566	0.450	1.000
205.468	0.450	1.000
206.419	0.452	1.000
207.370	0.508	1.000
211.172	0.577	1.000
213.074	0.611	1.000
214.976	0.469	1.000
217.828	0.544	1.000
221.631	0.628	1.000
231.139	0.526	1.000
234.942	0.786	1.000
236.844	0.659	1.000
249.204	0.450	1.000
255.859	0.600	1.000
258.711	0.547	1.000
272.023	0.512	1.000
274.876	0.667	1.000
275.826	0.564	1.000
276.777	0.450	1.000
278.678	0.450	1.000
279.629	0.450	1.000
285.333	0.450	1.000
288.185	0.458	1.000
312.941	0.528	1.000
316.744	0.453	1.000
319.596	0.450	1.000
329.102	0.524	1.000
332.906	0.464	1.000
336.709	0.580	1.000
340.512	0.487	1.000
342.413	0.522	1.000
349.069	0.450	1.000
354.773	0.463	1.000
358.577	0.451	1.000
368.085	0.508	1.000
369.036	0.485	1.000
371.888	0.450	1.000
376.642	0.450	1.000
377.593	0.450	1.000
378.544	0.450	1.000
385.199	0.542	1.000
389.002	0.594	1.000
389.953	0.460	1.000
392.805	0.487	1.000
393.756	0.450	1.000
402.313	0.480	1.000
405.165	0.450	1.000
407.067	0.765	1.000
410.870	0.497	1.000
414.673	0.485	1.000
415.624	0.450	1.000
418.476	0.521	1.000
420.378	0.555	1.000
429.886	0.450	1.000
433.689	0.450	1.000
435.590	0.668	1.000
438.443	0.598	1.000
